audiofile,sg_dur,vv_num,sg_dur_norm,order
SP2010_CarlosJ_521_merged,300,5,-1.68,4
SP2010_CarlosJ_521_merged,570,5,-1.77,5
SP2010_CarlosJ_Isolated_0982,980,2,34.73,1
SP2010_CarlosJ_Isolated_0982,2460,9,13.69,2
SP2010_CarolinaA_005_merged,630,2,11.39,1
SP2010_CarolinaA_005_merged,1050,7,18.46,2
SP2010_CarolinaA_005_merged,1390,12,-0.50,3
SP2010_CarolinaA_005_merged,780,7,-1.32,4
SP2010_CarolinaA_005_merged,370,2,0.83,5
SP2010_CarolinaA_016_merged,760,4,0.63,1
SP2010_CarolinaA_016_merged,360,3,0.29,2
SP2010_CarolinaA_016_merged,470,5,-1.05,3
SP2010_CarolinaA_016_merged,550,4,0.61,4
SP2010_CarolinaA_016_merged,1670,8,42.18,5
SP2010_CarolinaA_018_merged,210,2,-1.24,1
SP2010_CarolinaA_018_merged,410,3,3.44,2
SP2010_CarolinaA_018_merged,620,4,4.58,3
SP2010_CarolinaA_018_merged,1870,9,18.38,4
SP2010_CarolinaA_018_merged,930,4,2.85,5
SP2010_CarolinaA_035_merged,210,2,-0.99,1
SP2010_CarolinaA_035_merged,1180,9,1.83,2
SP2010_CarolinaA_035_merged,730,4,11.44,3
SP2010_CarolinaA_035_merged,730,5,-0.04,4
SP2010_CarolinaA_035_merged,670,4,2.65,5
SP2010_CarolinaA_035_merged,1010,7,8.88,6
SP2010_CarolinaA_053_merged,1390,1,50.34,1
SP2010_CarolinaA_053_merged,1200,9,10.18,2
SP2010_CarolinaA_053_merged,780,5,9.40,3
SP2010_CarolinaA_053_merged,330,3,-1.01,4
SP2010_CarolinaA_068_merged,1000,6,17.38,1
SP2010_CarolinaA_068_merged,1160,8,0.08,2
SP2010_CarolinaA_068_merged,1100,8,0.22,3
SP2010_CarolinaA_068_merged,610,5,-0.49,4
SP2010_CarolinaA_068_merged,490,4,0.68,5
SP2010_CarolinaA_079_merged,610,1,27.53,1
SP2010_CarolinaA_079_merged,560,4,-0.85,2
SP2010_CarolinaA_079_merged,1070,6,11.99,3
SP2010_CarolinaA_079_merged,710,5,3.53,4
SP2010_CarolinaA_079_merged,750,7,-1.90,5
SP2010_CarolinaA_079_merged,860,6,5.75,6
SP2010_CarolinaA_094_merged,910,1,21.69,1
SP2010_CarolinaA_094_merged,1490,13,1.40,2
SP2010_CarolinaA_094_merged,390,3,1.23,3
SP2010_CarolinaA_094_merged,750,5,7.37,4
SP2010_CarolinaA_094_merged,310,3,-1.73,5
SP2010_CarolinaA_100_merged,820,2,18.93,1
SP2010_CarolinaA_100_merged,1070,3,24.50,2
SP2010_CarolinaA_100_merged,1290,4,3.44,3
SP2010_CarolinaA_100_merged,930,3,6.47,4
SP2010_CarolinaA_103_merged,870,7,-0.35,1
SP2010_CarolinaA_103_merged,760,6,-1.67,2
SP2010_CarolinaA_103_merged,980,8,1.13,3
SP2010_CarolinaA_103_merged,550,5,-0.94,4
SP2010_CarolinaA_103_merged,1530,12,4.75,5
SP2010_CarolinaA_110_merged,630,5,0.20,1
SP2010_CarolinaA_110_merged,760,4,3.17,2
SP2010_CarolinaA_110_merged,1400,10,2.46,3
SP2010_CarolinaA_110_merged,1110,9,-0.27,4
SP2010_CarolinaA_140_merged,4230,8,78.12,1
SP2010_CarolinaA_140_merged,490,5,-0.35,2
SP2010_CarolinaA_142_merged,520,1,7.28,1
SP2010_CarolinaA_142_merged,250,2,8.36,2
SP2010_CarolinaA_142_merged,1410,8,0.41,3
SP2010_CarolinaA_142_merged,660,4,5.87,4
SP2010_CarolinaA_142_merged,770,6,-0.88,5
SP2010_CarolinaA_142_merged,400,4,-1.41,6
SP2010_CarolinaA_168_merged,1120,5,17.73,1
SP2010_CarolinaA_168_merged,650,4,0.55,2
SP2010_CarolinaA_168_merged,840,4,7.90,3
SP2010_CarolinaA_168_merged,530,4,-0.89,4
SP2010_CarolinaA_168_merged,410,3,-1.82,5
SP2010_CarolinaA_188_merged,760,8,-2.09,1
SP2010_CarolinaA_188_merged,520,6,0.73,2
SP2010_CarolinaA_188_merged,1260,6,19.92,3
SP2010_CarolinaA_188_merged,1540,10,0.42,4
SP2010_CarolinaA_202_merged,920,4,3.25,1
SP2010_CarolinaA_202_merged,970,6,11.17,2
SP2010_CarolinaA_202_merged,850,6,2.73,3
SP2010_CarolinaA_202_merged,920,5,-0.50,4
SP2010_CarolinaA_235_merged,370,5,-1.93,1
SP2010_CarolinaA_235_merged,1660,9,34.73,2
SP2010_CarolinaA_235_merged,1330,7,0.23,3
SP2010_CarolinaA_235_merged,680,5,2.27,4
SP2010_CarolinaA_235_merged,1010,6,1.48,5
SP2010_CarolinaA_241_merged,930,5,3.56,1
SP2010_CarolinaA_241_merged,1530,8,15.04,2
SP2010_CarolinaA_241_merged,1230,7,5.28,3
SP2010_CarolinaA_300_merged,380,2,8.38,1
SP2010_CarolinaA_300_merged,1640,10,11.40,2
SP2010_CarolinaA_300_merged,460,5,0.20,3
SP2010_CarolinaA_300_merged,490,4,0.50,4
SP2010_CarolinaA_300_merged,710,5,1.42,5
SP2010_CarolinaA_310_merged,900,2,14.45,1
SP2010_CarolinaA_310_merged,1270,4,11.72,2
SP2010_CarolinaA_310_merged,1560,11,-1.17,3
SP2010_CarolinaA_317_merged,470,5,-1.74,1
SP2010_CarolinaA_317_merged,980,6,9.07,2
SP2010_CarolinaA_317_merged,580,3,8.36,3
SP2010_CarolinaA_317_merged,1630,7,30.88,4
SP2010_CarolinaA_317_merged,760,4,-2.21,5
SP2010_CarolinaA_319_merged,2100,1,56.86,1
SP2010_CarolinaA_319_merged,1080,9,2.19,2
SP2010_CarolinaA_319_merged,800,10,-1.13,3
SP2010_CarolinaA_319_merged,440,4,-1.06,4
SP2010_CarolinaA_319_merged,760,6,1.58,5
SP2010_CarolinaA_345_merged,1210,3,16.27,1
SP2010_CarolinaA_345_merged,1590,4,2.94,2
SP2010_CarolinaA_358_merged,830,6,5.07,1
SP2010_CarolinaA_358_merged,420,5,-2.27,2
SP2010_CarolinaA_358_merged,1320,6,12.84,3
SP2010_CarolinaA_358_merged,340,3,4.23,4
SP2010_CarolinaA_358_merged,1100,8,0.94,5
SP2010_CarolinaA_398_merged,1130,7,3.45,1
SP2010_CarolinaA_398_merged,800,6,0.81,2
SP2010_CarolinaA_398_merged,750,4,3.60,3
SP2010_CarolinaA_398_merged,1410,10,2.19,4
SP2010_CarolinaA_400_merged,770,5,1.45,1
SP2010_CarolinaA_400_merged,970,6,3.57,2
SP2010_CarolinaA_400_merged,560,4,-1.16,3
SP2010_CarolinaA_400_merged,740,6,0.58,4
SP2010_CarolinaA_400_merged,510,4,-2.04,5
SP2010_CarolinaA_412_merged,270,2,0.92,1
SP2010_CarolinaA_412_merged,610,5,-0.50,2
SP2010_CarolinaA_412_merged,1630,9,22.76,3
SP2010_CarolinaA_423_merged,640,4,-0.94,1
SP2010_CarolinaA_423_merged,540,5,5.20,2
SP2010_CarolinaA_423_merged,1020,5,11.54,3
SP2010_CarolinaA_423_merged,820,6,1.73,4
SP2010_CarolinaA_423_merged,440,5,-1.76,5
SP2010_CarolinaA_423_merged,600,7,-2.44,6
SP2010_CarolinaA_423_merged,690,7,-0.29,7
SP2010_CarolinaA_426_merged,260,1,3.20,1
SP2010_CarolinaA_426_merged,480,2,10.16,2
SP2010_CarolinaA_426_merged,1400,8,3.69,3
SP2010_CarolinaA_426_merged,530,2,1.90,4
SP2010_CarolinaA_426_merged,530,2,2.85,5
SP2010_CarolinaA_461_merged,310,2,1.64,1
SP2010_CarolinaA_461_merged,1550,8,4.86,2
SP2010_CarolinaA_461_merged,1650,8,8.40,3
SP2010_CarolinaA_461_merged,1500,9,2.47,4
SP2010_CarolinaA_468_merged,260,2,0.04,1
SP2010_CarolinaA_468_merged,820,7,-1.06,2
SP2010_CarolinaA_468_merged,590,3,0.50,3
SP2010_CarolinaA_468_merged,670,5,0.96,4
SP2010_CarolinaA_468_merged,230,2,0.53,5
SP2010_CarolinaA_468_merged,570,4,5.95,6
SP2010_CarolinaA_468_merged,620,5,-1.04,7
SP2010_CarolinaA_468_merged,660,5,-1.60,8
SP2010_CarolinaA_509_merged,600,2,4.85,1
SP2010_CarolinaA_509_merged,970,4,4.41,2
SP2010_CarolinaA_509_merged,1030,5,-1.08,3
SP2010_CarolinaA_509_merged,810,7,2.08,4
SP2010_CarolinaA_516_merged,1460,5,10.50,1
SP2010_CarolinaA_516_merged,2020,11,27.62,2
SP2010_CarolinaA_516_merged,1110,7,-1.09,3
SP2010_CarolinaA_598_merged,320,3,-1.28,1
SP2010_CarolinaA_598_merged,790,5,5.53,2
SP2010_CarolinaA_598_merged,520,5,-1.91,3
SP2010_CarolinaA_598_merged,820,7,2.93,4
SP2010_CarolinaA_598_merged,680,6,-1.55,5
SP2010_CarolinaA_598_merged,520,5,-1.13,6
SP2010_CarolinaA_598_merged,120,2,-1.13,7
SP2010_CarolinaA_598_merged,400,5,-1.95,8
SP2010_CarolinaA_619_merged,250,1,8.46,1
SP2010_CarolinaA_619_merged,1190,8,-1.02,2
SP2010_CarolinaA_619_merged,980,7,3.71,3
SP2010_CarolinaA_619_merged,1250,9,4.20,4
SP2010_CarolinaA_619_merged,950,7,-0.76,5
SP2010_CarolinaA_621_merged,710,3,15.75,1
SP2010_CarolinaA_621_merged,1300,8,2.22,2
SP2010_CarolinaA_621_merged,1330,7,5.74,3
SP2010_CarolinaA_631_merged,410,2,-0.72,1
SP2010_CarolinaA_631_merged,2180,12,16.76,2
SP2010_CarolinaA_631_merged,490,4,-0.91,3
SP2010_CarolinaA_631_merged,610,3,-0.53,4
SP2010_CarolinaA_631_merged,300,2,-0.53,5
SP2010_CarolinaA_642_merged,470,1,10.42,1
SP2010_CarolinaA_642_merged,740,5,4.37,2
SP2010_CarolinaA_642_merged,1720,5,64.50,3
SP2010_CarolinaA_647_merged,430,2,0.13,1
SP2010_CarolinaA_647_merged,760,5,1.46,2
SP2010_CarolinaA_647_merged,780,7,2.20,3
SP2010_CarolinaA_647_merged,1050,7,0.89,4
SP2010_CarolinaA_657_merged,630,3,8.46,1
SP2010_CarolinaA_657_merged,850,4,7.53,2
SP2010_CarolinaA_657_merged,980,6,1.52,3
SP2010_CarolinaA_657_merged,980,9,-0.04,4
SP2010_CarolinaA_Isolated_0978,440,3,-1.34,1
SP2010_CarolinaA_Isolated_0978,600,4,-1.91,2
SP2010_CarolinaA_Isolated_0978,530,4,-0.86,3
SP2010_CarolinaA_Isolated_0978,1160,8,2.26,4
SP2010_CarolinaA_Isolated_0978,660,4,8.58,5
SP2010_CarolinaA_Isolated_0978,410,4,-1.08,6
SP2010_CarolinaA_Isolated_1074,540,3,8.05,1
SP2010_CarolinaA_Isolated_1074,1450,8,3.35,2
SP2010_CarolinaA_Isolated_1074,1130,6,0.17,3
SP2010_CarolinaA_Isolated_1074,930,7,-0.81,4
SP2010_CelinaB_005_merged,1980,7,44.87,1
SP2010_CelinaB_005_merged,1500,9,4.37,2
SP2010_CelinaB_005_merged,930,4,2.80,3
SP2010_CelinaB_005_merged,610,4,6.07,4
SP2010_CelinaB_005_merged,310,2,2.82,5
SP2010_CelinaB_028_merged,690,1,18.90,1
SP2010_CelinaB_028_merged,740,5,1.61,2
SP2010_CelinaB_028_merged,600,3,0.90,3
SP2010_CelinaB_028_merged,1070,7,1.22,4
SP2010_CelinaB_028_merged,770,5,5.40,5
SP2010_CelinaB_028_merged,890,5,3.75,6
SP2010_CelinaB_037_merged,430,1,8.13,1
SP2010_CelinaB_037_merged,1040,7,0.11,2
SP2010_CelinaB_037_merged,550,4,-0.60,3
SP2010_CelinaB_037_merged,880,5,0.79,4
SP2010_CelinaB_037_merged,750,5,2.01,5
SP2010_CelinaB_042_merged,290,4,-0.60,1
SP2010_CelinaB_042_merged,980,6,4.01,2
SP2010_CelinaB_042_merged,1660,7,15.79,3
SP2010_CelinaB_042_merged,540,2,17.50,4
SP2010_CelinaB_047_merged,340,2,-0.13,1
SP2010_CelinaB_047_merged,600,3,3.07,2
SP2010_CelinaB_047_merged,1360,6,17.53,3
SP2010_CelinaB_047_merged,1660,8,4.43,4
SP2010_CelinaB_051_merged,290,1,1.22,1
SP2010_CelinaB_051_merged,1200,6,12.94,2
SP2010_CelinaB_051_merged,1270,8,2.63,3
SP2010_CelinaB_051_merged,1470,8,18.20,4
SP2010_CelinaB_051_merged,870,5,8.46,5
SP2010_CelinaB_058_merged,520,3,0.48,1
SP2010_CelinaB_058_merged,1240,8,1.18,2
SP2010_CelinaB_058_merged,680,5,0.50,3
SP2010_CelinaB_058_merged,850,8,0.66,4
SP2010_CelinaB_091_merged,240,1,7.07,1
SP2010_CelinaB_091_merged,1130,3,11.51,2
SP2010_CelinaB_091_merged,1320,5,6.35,3
SP2010_CelinaB_091_merged,960,6,1.73,4
SP2010_CelinaB_091_merged,670,5,2.43,5
SP2010_CelinaB_103_merged,1010,5,8.75,1
SP2010_CelinaB_103_merged,1060,7,3.09,2
SP2010_CelinaB_103_merged,1380,5,13.39,3
SP2010_CelinaB_103_merged,1380,6,9.78,4
SP2010_CelinaB_119_merged,910,4,6.25,1
SP2010_CelinaB_119_merged,1240,5,9.36,2
SP2010_CelinaB_119_merged,910,5,2.12,3
SP2010_CelinaB_119_merged,770,5,-1.02,4
SP2010_CelinaB_136_merged,530,1,16.44,1
SP2010_CelinaB_136_merged,1400,2,35.40,2
SP2010_CelinaB_136_merged,800,3,12.76,3
SP2010_CelinaB_136_merged,1330,4,8.33,4
SP2010_CelinaB_138_merged,1140,4,24.62,1
SP2010_CelinaB_138_merged,1180,3,30.07,2
SP2010_CelinaB_151_merged,910,4,4.20,1
SP2010_CelinaB_151_merged,540,7,-1.93,2
SP2010_CelinaB_151_merged,880,8,3.85,3
SP2010_CelinaB_151_merged,470,4,0.04,4
SP2010_CelinaB_151_merged,470,4,-0.27,5
SP2010_CelinaB_160_merged,540,3,-0.81,1
SP2010_CelinaB_160_merged,540,5,-2.23,2
SP2010_CelinaB_160_merged,1080,9,4.36,3
SP2010_CelinaB_160_merged,1620,11,2.61,4
SP2010_CelinaB_160_merged,830,3,5.42,5
SP2010_CelinaB_182_merged,380,2,0.75,1
SP2010_CelinaB_182_merged,3460,19,16.79,2
SP2010_CelinaB_182_merged,1010,7,3.80,3
SP2010_CelinaB_185_merged,410,3,-0.56,1
SP2010_CelinaB_185_merged,1250,6,0.91,2
SP2010_CelinaB_185_merged,1020,6,8.78,3
SP2010_CelinaB_185_merged,190,4,2.73,4
SP2010_CelinaB_185_merged,520,4,3.97,5
SP2010_CelinaB_185_merged,660,5,-0.99,6
SP2010_CelinaB_185_merged,1250,8,8.03,7
SP2010_CelinaB_199_merged,1520,9,17.40,1
SP2010_CelinaB_199_merged,610,4,-0.36,2
SP2010_CelinaB_199_merged,1940,8,24.53,3
SP2010_CelinaB_199_merged,1040,6,2.39,4
SP2010_CelinaB_203_merged,1020,5,2.63,1
SP2010_CelinaB_203_merged,780,4,2.29,2
SP2010_CelinaB_203_merged,1260,5,36.73,3
SP2010_CelinaB_203_merged,1200,8,5.08,4
SP2010_CelinaB_211_merged,120,1,1.74,1
SP2010_CelinaB_211_merged,1160,6,5.80,2
SP2010_CelinaB_211_merged,1360,6,10.01,3
SP2010_CelinaB_211_merged,580,3,8.20,4
SP2010_CelinaB_211_merged,1300,7,31.40,5
SP2010_CelinaB_211_merged,770,6,0.63,6
SP2010_CelinaB_214_merged,220,2,-1.01,1
SP2010_CelinaB_214_merged,570,5,0.38,2
SP2010_CelinaB_214_merged,630,6,-0.53,3
SP2010_CelinaB_214_merged,610,4,8.91,4
SP2010_CelinaB_214_merged,340,3,3.85,5
SP2010_CelinaB_214_merged,630,5,-0.30,6
SP2010_CelinaB_214_merged,170,2,-0.93,7
SP2010_CelinaB_227_merged,470,4,1.11,1
SP2010_CelinaB_227_merged,1960,10,12.72,2
SP2010_CelinaB_227_merged,530,4,-0.47,3
SP2010_CelinaB_227_merged,1210,7,2.92,4
SP2010_CelinaB_227_merged,520,3,4.37,5
SP2010_CelinaB_228_merged,1030,6,4.79,1
SP2010_CelinaB_228_merged,2240,5,41.24,2
SP2010_CelinaB_228_merged,610,4,0.09,3
SP2010_CelinaB_228_merged,670,4,0.82,4
SP2010_CelinaB_263_merged,560,7,-0.66,1
SP2010_CelinaB_263_merged,630,4,1.44,2
SP2010_CelinaB_263_merged,920,6,3.22,3
SP2010_CelinaB_263_merged,1760,10,5.58,4
SP2010_CelinaB_263_merged,1240,7,4.75,5
SP2010_CelinaB_272_merged,280,1,0.15,1
SP2010_CelinaB_272_merged,310,2,-0.04,2
SP2010_CelinaB_272_merged,1100,6,2.06,3
SP2010_CelinaB_272_merged,1440,6,40.20,4
SP2010_CelinaB_272_merged,800,4,2.78,5
SP2010_CelinaB_272_merged,580,3,4.20,6
SP2010_CelinaB_276_merged,680,1,14.89,1
SP2010_CelinaB_276_merged,980,6,3.22,2
SP2010_CelinaB_276_merged,970,6,0.87,3
SP2010_CelinaB_276_merged,1510,10,12.25,4
SP2010_CelinaB_290_merged,970,4,6.97,1
SP2010_CelinaB_290_merged,2080,13,1.00,2
SP2010_CelinaB_307_merged,280,2,-0.79,1
SP2010_CelinaB_307_merged,1230,9,3.51,2
SP2010_CelinaB_307_merged,900,6,2.63,3
SP2010_CelinaB_307_merged,580,4,-0.48,4
SP2010_CelinaB_307_merged,1020,8,-2.01,5
SP2010_CelinaB_307_merged,510,4,0.39,6
SP2010_CelinaB_341_merged,230,1,2.16,1
SP2010_CelinaB_341_merged,490,2,4.05,2
SP2010_CelinaB_341_merged,730,3,5.96,3
SP2010_CelinaB_341_merged,550,3,11.21,4
SP2010_CelinaB_341_merged,1410,5,24.67,5
SP2010_CelinaB_341_merged,900,5,3.31,6
SP2010_CelinaB_344_merged,340,2,4.07,1
SP2010_CelinaB_344_merged,600,3,3.10,2
SP2010_CelinaB_344_merged,1060,6,0.45,3
SP2010_CelinaB_344_merged,910,4,3.86,4
SP2010_CelinaB_345_merged,1760,4,34.75,1
SP2010_CelinaB_345_merged,1450,5,20.08,2
SP2010_CelinaB_349_merged,300,2,0,1
SP2010_CelinaB_349_merged,1410,13,1.32,2
SP2010_CelinaB_349_merged,1610,7,12.14,3
SP2010_CelinaB_349_merged,1680,7,21.84,4
SP2010_CelinaB_349_merged,420,5,-2.70,5
SP2010_CelinaB_Isolated_0525,330,2,-0.0000000000000007,1
SP2010_CelinaB_Isolated_0525,1050,7,6.60,2
SP2010_CelinaB_Isolated_0525,1730,7,16.50,3
SP2010_CelinaB_Isolated_0525,1330,7,18.20,4
SP2010_CelinaB_Isolated_0525,690,4,2.98,5
SP2010_CelinaB_Isolated_0717,640,1,18.43,1
SP2010_CelinaB_Isolated_0717,1510,9,2.88,2
SP2010_CelinaB_Isolated_0717,900,5,1.77,3
SP2010_CelinaB_Isolated_0717,360,4,-1.31,4
SP2010_CelinaB_Isolated_0717,490,4,-0.62,5
SP2010_CelinaB_Isolated_0717,1170,8,2.68,6
SP2010_CelinaB_Isolated_0784,1280,4,12.29,1
SP2010_CelinaB_Isolated_0784,2380,9,1.06,2
SP2010_DalsonO_004_merged,1350,6,9.71,1
SP2010_DalsonO_004_merged,3200,12,21.46,2
SP2010_DalsonO_004_merged,810,6,0.52,3
SP2010_DalsonO_004_merged,170,2,-0.73,4
SP2010_DalsonO_006_merged,1600,7,21.90,1
SP2010_DalsonO_006_merged,1080,7,-1.18,2
SP2010_DalsonO_006_merged,580,4,-0.72,3
SP2010_DalsonO_006_merged,520,5,4.87,4
SP2010_DalsonO_007_merged,140,2,-3.00,1
SP2010_DalsonO_007_merged,2650,7,60.60,2
SP2010_DalsonO_007_merged,810,5,9.34,3
SP2010_DalsonO_011_merged,670,3,0.88,1
SP2010_DalsonO_011_merged,640,6,-1.83,2
SP2010_DalsonO_011_merged,530,5,0.06,3
SP2010_DalsonO_011_merged,340,4,-1.33,4
SP2010_DalsonO_011_merged,2120,6,23.08,5
SP2010_DalsonO_011_merged,260,4,-1.09,6
SP2010_DalsonO_011_merged,700,7,0.08,7
SP2010_DalsonO_016_merged,420,1,8.75,1
SP2010_DalsonO_016_merged,1330,6,-1.68,2
SP2010_DalsonO_016_merged,1440,8,4.24,3
SP2010_DalsonO_017_merged,330,3,-0.52,1
SP2010_DalsonO_017_merged,3080,10,95.40,2
SP2010_DalsonO_017_merged,1430,8,6.80,3
SP2010_DalsonO_017_merged,340,2,5.95,4
SP2010_DalsonO_018_merged,330,1,2.38,1
SP2010_DalsonO_018_merged,1380,3,16.43,2
SP2010_DalsonO_018_merged,1820,9,12.44,3
SP2010_DalsonO_018_merged,470,3,3.32,4
SP2010_DalsonO_021_merged,670,2,2.31,1
SP2010_DalsonO_021_merged,580,4,-0.76,2
SP2010_DalsonO_021_merged,710,4,2.86,3
SP2010_DalsonO_021_merged,620,4,0.99,4
SP2010_DalsonO_021_merged,1950,6,30.46,5
SP2010_DalsonO_021_merged,760,7,2.26,6
SP2010_DalsonO_021_merged,180,2,1.21,7
SP2010_DalsonO_022_merged,940,7,-2.37,1
SP2010_DalsonO_022_merged,980,5,-1.50,2
SP2010_DalsonO_022_merged,700,6,-0.40,3
SP2010_DalsonO_022_merged,460,4,-1.16,4
SP2010_DalsonO_022_merged,860,7,0.93,5
SP2010_DalsonO_023_merged,1280,3,33.13,1
SP2010_DalsonO_023_merged,1250,6,16.22,2
SP2010_DalsonO_023_merged,650,4,-0.48,3
SP2010_DalsonO_023_merged,770,5,1.05,4
SP2010_DalsonO_024_merged,1090,5,23.32,1
SP2010_DalsonO_024_merged,1830,9,4.43,2
SP2010_DalsonO_024_merged,580,4,4.37,3
SP2010_DalsonO_024_merged,760,3,5.38,4
SP2010_DalsonO_025_merged,2010,9,12.95,1
SP2010_DalsonO_025_merged,2050,7,44.94,2
SP2010_DalsonO_027_merged,760,6,0.51,1
SP2010_DalsonO_027_merged,610,4,2.29,2
SP2010_DalsonO_027_merged,700,5,0.62,3
SP2010_DalsonO_027_merged,1510,7,22.55,4
SP2010_DalsonO_027_merged,930,8,2.50,5
SP2010_DalsonO_032_merged,510,6,-2.14,1
SP2010_DalsonO_032_merged,1100,4,27.91,2
SP2010_DalsonO_032_merged,1510,6,14.57,3
SP2010_DalsonO_036_merged,1030,3,16.67,1
SP2010_DalsonO_036_merged,1430,13,1.82,2
SP2010_DalsonO_036_merged,540,6,0.41,3
SP2010_DalsonO_036_merged,830,5,14.60,4
SP2010_DalsonO_036_merged,770,4,5.73,5
SP2010_DalsonO_045_merged,230,1,0.69,1
SP2010_DalsonO_045_merged,2940,10,60.96,2
SP2010_DalsonO_045_merged,690,6,-0.44,3
SP2010_DalsonO_045_merged,690,4,0.55,4
SP2010_DalsonO_047_merged,340,1,3.14,1
SP2010_DalsonO_047_merged,2500,4,34.11,2
SP2010_DalsonO_047_merged,1760,7,1.26,3
SP2010_DalsonO_055_merged,670,3,6.72,1
SP2010_DalsonO_055_merged,1520,7,24.48,2
SP2010_DalsonO_055_merged,1500,11,1.52,3
SP2010_DalsonO_055_merged,480,4,0.86,4
SP2010_DalsonO_055_merged,1180,10,4.63,5
SP2010_DalsonO_057_merged,2110,2,73.08,1
SP2010_DalsonO_057_merged,760,6,-0.34,2
SP2010_DalsonO_057_merged,770,6,1.41,3
SP2010_DalsonO_057_merged,1280,9,4.92,4
SP2010_DalsonO_058_merged,2150,4,73.78,1
SP2010_DalsonO_058_merged,1740,6,44.43,2
SP2010_DalsonO_058_merged,1010,8,0.53,3
SP2010_DalsonO_059_merged,290,1,1.22,1
SP2010_DalsonO_059_merged,1260,2,16.96,2
SP2010_DalsonO_059_merged,680,3,10.26,3
SP2010_DalsonO_059_merged,1370,8,1.41,4
SP2010_DalsonO_059_merged,900,5,0.08,5
SP2010_DalsonO_060_merged,3140,11,39.06,1
SP2010_DalsonO_060_merged,2150,11,-0.65,2
SP2010_DalsonO_066_merged,2500,7,34.79,1
SP2010_DalsonO_066_merged,1320,3,32.18,2
SP2010_DalsonO_067_merged,240,2,4.37,1
SP2010_DalsonO_067_merged,610,5,-0.85,2
SP2010_DalsonO_067_merged,2290,10,52.73,3
SP2010_DalsonO_067_merged,810,6,-0.39,4
SP2010_DalsonO_067_merged,700,4,-0.06,5
SP2010_DalsonO_067_merged,590,4,1.83,6
SP2010_DalsonO_068_merged,1640,1,22.99,1
SP2010_DalsonO_068_merged,1770,10,12.97,2
SP2010_DalsonO_068_merged,850,7,-0.34,3
SP2010_DalsonO_068_merged,530,4,0.56,4
SP2010_DalsonO_068_merged,320,3,-0.56,5
SP2010_DalsonO_074_merged,1110,5,5.27,1
SP2010_DalsonO_074_merged,1590,8,5.23,2
SP2010_DalsonO_074_merged,1050,5,3.52,3
SP2010_DalsonO_076_merged,350,1,2.56,1
SP2010_DalsonO_076_merged,1180,2,35.04,2
SP2010_DalsonO_076_merged,1860,5,5.72,3
SP2010_DalsonO_079_merged,2140,8,21.26,1
SP2010_DalsonO_079_merged,1680,13,1.22,2
SP2010_DalsonO_080_merged,770,3,40.20,1
SP2010_DalsonO_080_merged,2830,10,30.51,2
SP2010_DalsonO_080_merged,1050,9,-1.24,3
SP2010_DalsonO_086_merged,1450,2,39.00,1
SP2010_DalsonO_086_merged,1890,7,18.07,2
SP2010_DalsonO_088_merged,410,2,4.53,1
SP2010_DalsonO_088_merged,850,5,16.07,2
SP2010_DalsonO_088_merged,1590,9,2.61,3
SP2010_DalsonO_088_merged,1120,8,2.23,4
SP2010_DalsonO_090_merged,960,2,16.60,1
SP2010_DalsonO_090_merged,1120,3,28.42,2
SP2010_DalsonO_090_merged,1600,6,32.87,3
SP2010_DalsonO_096_merged,2250,5,28.86,1
SP2010_DalsonO_096_merged,1230,3,23.64,2
SP2010_DalsonO_096_merged,560,3,0.59,3
SP2010_DalsonO_099_merged,680,2,9.45,1
SP2010_DalsonO_099_merged,2300,5,28.44,2
SP2010_DalsonO_108_merged,3070,7,39.40,1
SP2010_DalsonO_108_merged,970,5,2.74,2
SP2010_DalsonO_109_merged,520,3,3.84,1
SP2010_DalsonO_109_merged,1130,7,1.88,2
SP2010_DalsonO_109_merged,860,6,3.26,3
SP2010_DalsonO_109_merged,1080,9,1.53,4
SP2010_DalsonO_109_merged,810,6,0.80,5
SP2010_DalsonO_113_merged,2020,9,44.21,1
SP2010_DalsonO_113_merged,1550,7,4.32,2
SP2010_DalsonO_114_merged,280,1,2.60,1
SP2010_DalsonO_114_merged,1310,3,37.53,2
SP2010_DalsonO_114_merged,2090,5,28.41,3
SP2010_DalsonO_115_merged,870,5,1.51,1
SP2010_DalsonO_115_merged,1190,7,1.33,2
SP2010_DalsonO_115_merged,1240,7,2.79,3
SP2010_DalsonO_116_merged,300,2,-0.74,1
SP2010_DalsonO_116_merged,740,5,-0.51,2
SP2010_DalsonO_116_merged,1890,8,24.78,3
SP2010_DalsonO_116_merged,490,4,-0.20,4
SP2010_DalsonO_116_merged,320,3,-1.13,5
SP2010_DalsonO_116_merged,720,7,-1.68,6
SP2010_DalsonO_Isolated_0220,600,3,2.12,1
SP2010_DalsonO_Isolated_0220,1010,7,-1.21,2
SP2010_DalsonO_Isolated_0220,490,4,0.53,3
SP2010_DalsonO_Isolated_0220,660,6,1.21,4
SP2010_DalsonO_Isolated_0220,510,4,1.26,5
SP2010_DalsonO_Isolated_0220,610,7,-1.41,6
SP2010_DalsonO_Isolated_0269,340,2,2.43,1
SP2010_DalsonO_Isolated_0269,400,3,0.20,2
SP2010_DalsonO_Isolated_0269,960,5,9.37,3
SP2010_DalsonO_Isolated_0269,640,5,1.49,4
SP2010_DalsonO_Isolated_0269,730,5,5.10,5
SP2010_DalsonO_Isolated_0269,910,3,1.80,6
